1605578400,16690.210000,16678.020000,16625.240000,16737.880000,2217.6,39663
1605582000,16678.030000,16573.580000,16570.000000,16705.850000,2247.5,35529
1605585600,16573.570000,16668.950000,16538.000000,16676.470000,2292.8,42924
1605589200,16668.950000,16619.810000,16600.990000,16700.000000,2001.1,32798
1605592800,16620.600000,16631.720000,16578.450000,16675.560000,1963.0,33364
1605596400,16631.730000,16750.000000,16623.680000,16774.990000,3179.2,47735
1605600000,16750.000000,16704.830000,16683.750000,16785.990000,2870.5,50124
1605603600,16704.820000,16659.110000,16633.370000,16755.000000,2934.4,50273
1605607200,16659.110000,16763.470000,16648.760000,16772.300000,2897.2,44495
1605610800,16763.460000,16995.060000,16737.170000,17000.000000,8654.1,102392
1605614400,16994.110000,17083.010000,16935.090000,17093.980000,8132.9,97803
1605618000,17083.010000,16947.380000,16920.000000,17095.980000,5323.2,67786
1605621600,16947.390000,17153.930000,16930.480000,17185.520000,5900.1,70954
1605625200,17153.930000,17322.190000,17116.000000,17373.000000,8210.2,111249
1605628800,17321.550000,17639.350000,17231.530000,17728.330000,11543.3,129682
1605632400,17639.360000,17808.660000,17306.000000,17858.820000,12954.6,152153
1605636000,17808.670000,17638.370000,17583.260000,17825.000000,7914.6,108989
1605639600,17638.140000,17685.220000,17450.000000,17747.930000,6729.1,94976
1605643200,17685.230000,17677.640000,17617.420000,17723.280000,3012.8,62709
1605646800,17677.630000,17624.150000,17500.000000,17704.940000,3382.9,59529
1605650400,17624.150000,17596.780000,17456.520000,17626.550000,2493.6,58160
1605654000,17596.780000,17659.380000,17596.780000,17710.000000,3041.7,54987
1605657600,17659.380000,17693.640000,17601.000000,17820.000000,5133.7,80872
1605661200,17693.640000,17739.420000,17610.000000,17739.430000,2920.6,50469
1605664800,17739.430000,17680.640000,17640.000000,17748.530000,2887.1,42651
1605668400,17680.640000,18030.710000,17623.330000,18067.210000,6293.1,86554
1605672000,18030.700000,18369.330000,17950.000000,18476.930000,12402.4,162972
1605675600,18368.870000,17623.390000,17214.450000,18369.330000,16731.0,218519
1605679200,17627.700000,17780.190000,17500.000000,17860.000000,6942.9,99091
1605682800,17780.190000,18063.700000,17651.000000,18093.700000,5974.5,87581
1605686400,18063.690000,18211.020000,18021.660000,18260.000000,7437.0,106327
1605690000,18211.010000,18110.000000,17853.010000,18229.070000,8154.8,109043
1605693600,18110.010000,18250.000000,17971.420000,18257.140000,4871.6,68894
1605697200,18250.000000,18249.990000,18005.440000,18253.000000,4532.3,69627
1605700800,18249.990000,18024.030000,17931.000000,18250.000000,4849.3,71376
1605704400,18024.040000,17882.890000,17792.040000,18105.780000,6256.2,84584
1605708000,17882.900000,17683.110000,17666.000000,17959.150000,5847.1,81150
1605711600,17683.560000,17873.880000,17271.020000,17915.140000,14884.4,154014
1605715200,17873.890000,17793.710000,17640.000000,18000.000000,7421.0,101251
